CustomerKey,CustomerName,CustomerCountry,CustomerCity,CustomerPostalCode,CustomerStreet,PlantKey,FullAddress,Latitude,Longitude
542,Willms LLC,France,Chambéry,73031 CEDEX,1 School Court,6,"1 School Court, Chambéry, 73031 CEDEX, France",45.581098,5.942217
543,Pfannerstill LLC,France,Vagney,88125 CEDEX,8 Pleasure Center,6,"8 Pleasure Center, Vagney, 88125 CEDEX, France",48.008741,6.716075
544,"Crona, Bernier and Breitenberg",France,Levallois-Perret,92691 CEDEX,559 Graceland Trail,6,"559 Graceland Trail, Levallois-Perret, 92691 CEDEX, France",48.893217,2.287864
545,"Effertz, Cummerata and Tromp",Poland,Ożarowice,42-625,8 Judy Crossing,5,"8 Judy Crossing, Ożarowice, 42-625, Poland",50.4614333,19.0428325
546,Larson LLC,Poland,Halinów,05-074,56 Amoth Hill,5,"56 Amoth Hill, Halinów, 05-074, Poland",52.2283049,21.355139
547,"Nitzsche, Hoeger and Kemmer",Poland,Krasnystaw,22-300,3994 Corben Crossing,5,"3994 Corben Crossing, Krasnystaw, 22-300, Poland",50.98411,23.17194
548,"Predovic, Bernier and Gislason",Finland,Forssa,30421,91498 Fallview Lane,8,"91498 Fallview Lane, Forssa, 30421, Finland",60.8146319,23.6339467
549,Wehner and Sons,France,Montesson,78364 CEDEX,82 Northland Circle,6,"82 Northland Circle, Montesson, 78364 CEDEX, France",48.908587,2.149777
550,"Ledner, Hettinger and Balistreri",Sweden,Huddinge,141 53,6 Spenser Avenue,8,"6 Spenser Avenue, Huddinge, 141 53, Sweden",59.2234099,17.9436913
551,Parker Inc,France,Paris 15,75737 CEDEX 15,46798 Shopko Center,6,"46798 Shopko Center, Paris 15, 75737 CEDEX 15, France",48.8426159,2.2924372
552,Mayer Group,Sweden,Sala,733 24,763 Declaration Plaza,8,"763 Declaration Plaza, Sala, 733 24, Sweden",59.9208594,16.606328
553,"Quigley, Rolfson and Bernhard",Slovenia,Dobje pri Planini,3224,3913 Blaine Road,6,"3913 Blaine Road, Dobje pri Planini, 3224, Slovenia",46.136968,15.3941873
554,Prohaska-Dickens,Hungary,Eger,3304,653 Debra Avenue,5,"653 Debra Avenue, Eger, 3304, Hungary",47.9025348,20.3772284
555,"Smitham, Hodkiewicz and Doyle",Norway,Oslo,712,0 Melrose Lane,8,"0 Melrose Lane, Oslo, 712, Norway",59.9138688,10.7522454
556,Murray-Cassin,Sweden,Linköping,582 02,509 Marcy Way,8,"509 Marcy Way, Linköping, 582 02, Sweden",58.410807,15.6213727
557,Grimes LLC,France,La Ravoire,73494 CEDEX,5449 Summit Crossing,6,"5449 Summit Crossing, La Ravoire, 73494 CEDEX, France",45.5566195,5.9621919
558,"Reichel, Keeling and Fritsch",Czech Republic,Načeradec,257 08,74 Westport Court,5,"74 Westport Court, Načeradec, 257 08, Czech Republic",49.6101863,14.9063338
559,"Wilderman, Schamberger and Morissette",France,Tournon-sur-Rhône,07309 CEDEX,18 Dunning Pass,6,"18 Dunning Pass, Tournon-sur-Rhône, 07309 CEDEX, France",45.067915,4.832137
561,Waters-Senger,Sweden,Nacka,131 46,7 Union Junction,8,"7 Union Junction, Nacka, 131 46, Sweden",59.3092328,18.2705343
562,Harris-Murazik,France,Wintzenheim,68925 CEDEX,66 Shasta Junction,6,"66 Shasta Junction, Wintzenheim, 68925 CEDEX, France",48.073122,7.289782
563,"Murray, Lang and Jenkins",Czech Republic,Mirotice,364 71,92 Banding Point,5,"92 Banding Point, Mirotice, 364 71, Czech Republic",50.1110411,12.9988101
564,Gusikowski LLC,Poland,Spytkowice,34-745,81 Fieldstone Crossing,5,"81 Fieldstone Crossing, Spytkowice, 34-745, Poland",49.5823961,19.8189406
565,"Stiedemann, Hirthe and Runolfsdottir",France,Pau,64029 CEDEX 9,2 Fair Oaks Center,6,"2 Fair Oaks Center, Pau, 64029 CEDEX 9, France",43.2951,-0.370797
566,"Hickle, Strosin and Altenwerth",France,Redon,35605 CEDEX,11284 Alpine Street,6,"11284 Alpine Street, Redon, 35605 CEDEX, France",43.362546,1.960514
567,Stehr-McDermott,Czech Republic,Vilémov,783 22,303 Esch Park,5,"303 Esch Park, Vilémov, 783 22, Czech Republic",49.6354683,16.9953098
568,Heaney-Johnston,Slovenia,Lovrenc na Pohorju,2344,52 Onsgard Junction,6,"52 Onsgard Junction, Lovrenc na Pohorju, 2344, Slovenia",46.5402775,15.3884817
569,Farrell Group,Poland,Trzebnica,55-100,57 Spenser Avenue,5,"57 Spenser Avenue, Trzebnica, 55-100, Poland",51.3104211,17.0632716
570,"Zboncak, Baumbach and Kuphal",Sweden,Falkenberg,311 35,2 Oxford Junction,8,"2 Oxford Junction, Falkenberg, 311 35, Sweden",56.9027333,12.4888013
571,Hirthe and Sons,Finland,Ylitornio,95601,61438 Beilfuss Plaza,8,"61438 Beilfuss Plaza, Ylitornio, 95601, Finland",66.3192661,23.6709696
573,Leannon-Ferry,France,Limoges,87066 CEDEX 2,57223 Westend Terrace,6,"57223 Westend Terrace, Limoges, 87066 CEDEX 2, France",45.704344,1.09086
574,"Moore, Considine and Langworth",Czech Republic,Chřibská,407 44,66 Bunker Hill Trail,5,"66 Bunker Hill Trail, Chřibská, 407 44, Czech Republic",50.8632459,14.4829826
575,"Wyman, Hoppe and Jacobi",Hungary,Szeged,6704,4637 Merrick Plaza,5,"4637 Merrick Plaza, Szeged, 6704, Hungary",46.2530102,20.1414253
576,"Romaguera, Lind and Goyette",Czech Republic,Ráječko,679 02,57 Schurz Center,5,"57 Schurz Center, Ráječko, 679 02, Czech Republic",49.3933184,16.6413357
577,Nikolaus LLC,Finland,Lammi,16901,16177 Sycamore Place,8,"16177 Sycamore Place, Lammi, 16901, Finland",61.077539,25.0109834
578,Lemke Inc,Sweden,Höganäs,263 25,7431 Pierstorff Drive,8,"7431 Pierstorff Drive, Höganäs, 263 25, Sweden",56.2006388,12.5553288
579,"Rosenbaum, Considine and Mosciski",France,Croix,59961 CEDEX,24 Burrows Lane,6,"24 Burrows Lane, Croix, 59961 CEDEX, France",50.67732,3.148719
580,Barrows Group,Croatia,Laslovo,31214,42158 Rowland Pass,6,"42158 Rowland Pass, Laslovo, 31214, Croatia",45.4136626,18.7293987
581,Rau-Reilly,Poland,Praszka,46-320,561 Eastlawn Drive,5,"561 Eastlawn Drive, Praszka, 46-320, Poland",51.05359,18.4535
583,"Prohaska, Mertz and Cole",Czech Republic,Klatovy,341 42,67002 Donald Alley,5,"67002 Donald Alley, Klatovy, 341 42, Czech Republic",49.322689,13.3849581
584,Schaden LLC,Poland,Załuski,09-142,00 Porter Street,5,"00 Porter Street, Załuski, 09-142, Poland",52.5111435,20.5287919
586,"Pfannerstill, Blanda and Prohaska",France,Paris 08,75419 CEDEX 08,629 Brickson Park Circle,6,"629 Brickson Park Circle, Paris 08, 75419 CEDEX 08, France",48.8689621,2.3101408
587,Boehm and Sons,Finland,Töysä,63600,5 Scott Center,8,"5 Scott Center, Töysä, 63600, Finland",62.6274285,23.8122978
588,Goyette LLC,Poland,Pawonków,42-772,7454 North Alley,5,"7454 North Alley, Pawonków, 42-772, Poland",50.6942528,18.5615805
589,Sipes-Haag,Czech Republic,Staré Město,788 32,36243 Laurel Road,5,"36243 Laurel Road, Staré Město, 788 32, Czech Republic",50.1617318,16.9473457
590,Cummings-Runolfsdottir,Lithuania,Šventoji,98044,1 Bayside Road,8,"1 Bayside Road, Šventoji, 98044, Lithuania",56.0260382,21.0818297
591,"Murazik, Rutherford and DuBuque",Poland,Tworków,47-451,373 Manufacturers Street,5,"373 Manufacturers Street, Tworków, 47-451, Poland",50.0121557,18.2266369
592,West-Ondricka,France,Arras,62010 CEDEX,647 Pierstorff Place,6,"647 Pierstorff Place, Arras, 62010 CEDEX, France",50.291002,2.777535
593,"Reynolds, Rohan and Raynor",Poland,Stanisław Górny,34-103,00 Maywood Plaza,5,"00 Maywood Plaza, Stanisław Górny, 34-103, Poland",49.9274,19.5192859
594,Fay-Mohr,Poland,Drezdenko,66-530,6866 Sommers Circle,5,"6866 Sommers Circle, Drezdenko, 66-530, Poland",52.83797,15.83104
595,"McClure, Cormier and Raynor",Sweden,Stockholm,120 16,366 Summerview Road,8,"366 Summerview Road, Stockholm, 120 16, Sweden",59.3293235,18.0685808
596,Armstrong and Sons,Sweden,Örebro,701 81,0 Caliangt Terrace,8,"0 Caliangt Terrace, Örebro, 701 81, Sweden",59.2752626,15.2134105
597,"Gerhold, Bayer and Feeney",Czech Republic,Pecka,507 82,6 Fremont Center,5,"6 Fremont Center, Pecka, 507 82, Czech Republic",50.4803347,15.6082286
598,Hansen Inc,United Kingdom,Langley,SG4,67533 Lakewood Gardens Circle,7,"67533 Lakewood Gardens Circle, Langley, SG4, United Kingdom",51.888151,-0.23924
599,McKenzie-Harber,Denmark,København,1608,933 Kings Point,8,"933 Kings Point, København, 1608, Denmark",55.6760886,12.5652719
600,Stamm LLC,France,Juvisy-sur-Orge,91265 CEDEX,4367 Fulton Road,6,"4367 Fulton Road, Juvisy-sur-Orge, 91265 CEDEX, France",48.692871,2.3708618
602,"Purdy, Borer and Mann",Poland,Baranowo,06-320,3975 Chinook Alley,5,"3975 Chinook Alley, Baranowo, 06-320, Poland",52.8882583,21.3863398
603,Keeling-Wehner,Poland,Rajsko,32-626,9 Tennyson Hill,5,"9 Tennyson Hill, Rajsko, 32-626, Poland",50.008031,19.1905833
604,Brakus and Sons,France,Paris 13,75659 CEDEX 13,166 Texas Terrace,6,"166 Texas Terrace, Paris 13, 75659 CEDEX 13, France",31.9685988,-99.9018131
605,Wilkinson and Sons,France,Périgueux,24053 CEDEX,9 John Wall Trail,6,"9 John Wall Trail, Périgueux, 24053 CEDEX, France",45.180548,0.768949
606,Wolf Group,United Kingdom,Newton,IV1,5 Tennessee Road,7,"5 Tennessee Road, Newton, IV1, United Kingdom",52.512112,-3.313106
607,Corkery-Armstrong,Sweden,Solna,169 65,1945 Tony Parkway,8,"1945 Tony Parkway, Solna, 169 65, Sweden",59.3634364,18.0099272
608,"Fritsch, Franecki and O'Keefe",France,Montceau-les-Mines,71309 CEDEX,47 Hoepker Point,6,"47 Hoepker Point, Montceau-les-Mines, 71309 CEDEX, France",46.790312,4.38888
609,Lowe Inc,Sweden,Vikbolandet,610 25,1 Sachs Alley,8,"1 Sachs Alley, Vikbolandet, 610 25, Sweden",58.5014132,16.8950982
610,Jerde-Ward,France,Massy,91309 CEDEX,0 Vernon Lane,6,"0 Vernon Lane, Massy, 91309 CEDEX, France",48.730756,2.27137
611,Treutel-Hickle,Czech Republic,Třemošnice,538 43,535 3rd Point,5,"535 3rd Point, Třemošnice, 538 43, Czech Republic",49.8691189,15.5800286
612,"Beahan, Fadel and Waters",Czech Republic,Karlovy Vary,360 01,9 Loomis Terrace,5,"9 Loomis Terrace, Karlovy Vary, 360 01, Czech Republic",50.2318521,12.8719616
613,Hettinger-Renner,Czech Republic,Chvalšiny,382 08,79 Blue Bill Park Court,5,"79 Blue Bill Park Court, Chvalšiny, 382 08, Czech Republic",48.8540194,14.2111388
614,Rutherford LLC,France,Paris 09,75455 CEDEX 09,6 Pierstorff Pass,6,"6 Pierstorff Pass, Paris 09, 75455 CEDEX 09, France",48.8789787,2.337829
615,Ernser and Sons,Czech Republic,Velká Polom,747 64,87 Golf Place,5,"87 Golf Place, Velká Polom, 747 64, Czech Republic",49.8635922,18.0933139
616,McLaughlin Inc,France,Arras,62972 CEDEX 9,1721 Everett Center,6,"1721 Everett Center, Arras, 62972 CEDEX 9, France",50.291002,2.777535
617,"Grimes, Leffler and Wuckert",Sweden,Kinna,511 58,2770 West Avenue,8,"2770 West Avenue, Kinna, 511 58, Sweden",57.5002589,12.7091837
618,"Koss, Johnston and Kub",Sweden,Ystad,271 37,23 Luster Place,8,"23 Luster Place, Ystad, 271 37, Sweden",55.4426515,13.8117207
619,Littel-Gleason,Czech Republic,Studenec,675 02,83128 Beilfuss Center,5,"83128 Beilfuss Center, Studenec, 675 02, Czech Republic",49.2001199,16.0648122
621,Collins Inc,France,Grenoble,38035 CEDEX 2,3 Karstens Junction,6,"3 Karstens Junction, Grenoble, 38035 CEDEX 2, France",45.188529,5.724524
622,"Ullrich, MacGyver and Heidenreich",Sweden,Tidaholm,522 32,8 Ridgeway Junction,8,"8 Ridgeway Junction, Tidaholm, 522 32, Sweden",58.1876217,13.949255
625,"Metz, Shanahan and Strosin",Sweden,Enköping,745 38,58926 Marcy Park,8,"58926 Marcy Park, Enköping, 745 38, Sweden",59.6189852,17.0509784
626,Orn and Sons,Finland,Luhanka,19950,166 Eastwood Lane,8,"166 Eastwood Lane, Luhanka, 19950, Finland",61.7968844,25.7035514
627,Cremin-Lindgren,France,Carquefou,44474 CEDEX,4048 Brickson Park Street,6,"4048 Brickson Park Street, Carquefou, 44474 CEDEX, France",47.296241,-1.486812
629,Schroeder-Sanford,France,Quimperlé,29399 CEDEX,87 Vermont Way,6,"87 Vermont Way, Quimperlé, 29399 CEDEX, France",47.872586,-3.547546
630,"Jast, Schimmel and Goldner",France,Toulon,83060 CEDEX,30857 Lillian Parkway,6,"30857 Lillian Parkway, Toulon, 83060 CEDEX, France",43.124228,5.928
631,Zemlak-Conn,Czech Republic,Štítina,747 91,2998 Sheridan Crossing,5,"2998 Sheridan Crossing, Štítina, 747 91, Czech Republic",49.9148663,18.0124588
632,"Koch, Botsford and Gottlieb",Sweden,Järfälla,175 54,190 Emmet Park,8,"190 Emmet Park, Järfälla, 175 54, Sweden",59.4431024,17.8336732
633,Frami-Botsford,France,Dieppe,76883 CEDEX,5 Pleasure Crossing,6,"5 Pleasure Crossing, Dieppe, 76883 CEDEX, France",49.922992,1.077483
634,Aufderhar-Larkin,Sweden,Bromölla,295 37,7441 Charing Cross Parkway,8,"7441 Charing Cross Parkway, Bromölla, 295 37, Sweden",56.0817105,14.4878816
635,Hettinger Group,France,Niort,79072 CEDEX 9,97794 Utah Plaza,6,"97794 Utah Plaza, Niort, 79072 CEDEX 9, France",46.323716,-0.464777
636,Howell-Keeling,France,Lille,59034 CEDEX,983 Towne Terrace,6,"983 Towne Terrace, Lille, 59034 CEDEX, France",50.539688,3.085039
637,"Renner, Schumm and Gutmann",Sweden,Perstorp,284 32,2313 Colorado Lane,8,"2313 Colorado Lane, Perstorp, 284 32, Sweden",56.137972,13.3949862
638,Wunsch-Fritsch,France,Orsay,91893 CEDEX,8 Ilene Circle,6,"8 Ilene Circle, Orsay, 91893 CEDEX, France",48.697161,2.189617
639,"Crist, Moen and Weissnat",France,Fontenay-sous-Bois,94124 CEDEX,301 Vermont Point,6,"301 Vermont Point, Fontenay-sous-Bois, 94124 CEDEX, France",48.851542,2.475907
640,Greenfelder-Jones,Hungary,Szombathely,9704,7 Beilfuss Street,5,"7 Beilfuss Street, Szombathely, 9704, Hungary",47.2306851,16.6218441
641,"Stehr, Pollich and Hartmann",Spain,Zamora,49003,24 Carioca Place,6,"24 Carioca Place, Zamora, 49003, Spain",41.5044882,-5.7434763
642,Green-Wolf,Czech Republic,Tlumačov,763 62,45 Oxford Pass,5,"45 Oxford Pass, Tlumačov, 763 62, Czech Republic",49.2535045,17.4955939
643,Sporer-Conroy,Sweden,Borås,501 88,5918 Erie Way,8,"5918 Erie Way, Borås, 501 88, Sweden",57.721035,12.939819
644,"Terry, Gleichner and Johnston",Finland,Lappeenranta,54300,77638 Lien Crossing,8,"77638 Lien Crossing, Lappeenranta, 54300, Finland",60.9794357,28.0853523
645,Schowalter-Bosco,Sweden,Ljungskile,459 91,40 Shelley Junction,8,"40 Shelley Junction, Ljungskile, 459 91, Sweden",58.1858939,11.9854751
646,Ward LLC,Hungary,Pécs,7631,28 Corry Alley,5,"28 Corry Alley, Pécs, 7631, Hungary",46.0382687,18.2440979
647,Kautzer Group,Czech Republic,Velké Losiny,788 15,47766 Sunnyside Junction,5,"47766 Sunnyside Junction, Velké Losiny, 788 15, Czech Republic",50.03197,17.0405873
648,Tromp Inc,Sweden,Göteborg,412 86,49367 Gerald Circle,8,"49367 Gerald Circle, Göteborg, 412 86, Sweden",57.70887,11.97456
649,Von-Morissette,France,Valence,26009 CEDEX,1 American Point,6,"1 American Point, Valence, 26009 CEDEX, France",45.243158,4.805474
650,Blick and Sons,Czech Republic,Dolní Černilov,503 03,65500 Fuller Junction,5,"65500 Fuller Junction, Dolní Černilov, 503 03, Czech Republic",50.2616437,15.9613245
651,"Toy, Sanford and Bartell",Czech Republic,Terezín,788 14,6207 Elmside Court,5,"6207 Elmside Court, Terezín, 788 14, Czech Republic",50.0099822,17.0336959
653,Barrows-Powlowski,Croatia,Hodošan,40320,0291 Meadow Vale Crossing,6,"0291 Meadow Vale Crossing, Hodošan, 40320, Croatia",46.3949909,16.6413054
654,Yundt and Sons,France,Bègles,33324 CEDEX,3 Annamark Crossing,6,"3 Annamark Crossing, Bègles, 33324 CEDEX, France",44.812023,-0.543784
655,"Rice, Smith and O'Hara",France,Remiremont,88204 CEDEX,6 Kedzie Road,6,"6 Kedzie Road, Remiremont, 88204 CEDEX, France",48.015589,6.591716
657,Hamill-Stamm,Sweden,Piteå,941 65,221 Sundown Crossing,8,"221 Sundown Crossing, Piteå, 941 65, Sweden",65.3436554,21.5024355
658,Bechtelar-Volkman,Czech Republic,Nová Paka,509 01,10122 Lighthouse Bay Circle,5,"10122 Lighthouse Bay Circle, Nová Paka, 509 01, Czech Republic",50.494493,15.5150382
659,"Larkin, Gulgowski and Dickinson",Finland,Hollola,15880,0460 Vahlen Plaza,8,"0460 Vahlen Plaza, Hollola, 15880, Finland",61.0031692,25.3947277
660,Gerhold and Sons,France,Castelsarrasin,82104 CEDEX,9697 8th Junction,6,"9697 8th Junction, Castelsarrasin, 82104 CEDEX, France",43.94329,0.821825
661,Shields Group,Sweden,Karlskoga,691 26,0 Cascade Drive,8,"0 Cascade Drive, Karlskoga, 691 26, Sweden",59.328634,14.536414
662,Rodriguez LLC,Czech Republic,Tlumačov,763 62,9 Pleasure Court,5,"9 Pleasure Court, Tlumačov, 763 62, Czech Republic",49.2535045,17.4955939
663,"Considine, Howell and Kihn",Norway,Trondheim,7404,624 Charing Cross Avenue,8,"624 Charing Cross Avenue, Trondheim, 7404, Norway",63.4305149,10.3950528
664,Hilll-Waters,France,Le Puy-en-Velay,43010 CEDEX,8 Merrick Hill,6,"8 Merrick Hill, Le Puy-en-Velay, 43010 CEDEX, France",44.991461,3.943474
665,Nikolaus Inc,Sweden,Sundsvall,857 42,9325 Graedel Trail,8,"9325 Graedel Trail, Sundsvall, 857 42, Sweden",62.4070944,17.2494041
666,Goldner-Hoeger,France,Bagnolet,93175 CEDEX,88106 Merrick Place,6,"88106 Merrick Place, Bagnolet, 93175 CEDEX, France",48.872321,2.4247393
667,Moore-Bartoletti,United Kingdom,Norton,NN11,5 Sheridan Plaza,7,"5 Sheridan Plaza, Norton, NN11, United Kingdom",52.2679288,-1.1202549
668,"Tremblay, Bauch and Fritsch",Spain,Malaga,29071,60 Burning Wood Terrace,6,"60 Burning Wood Terrace, Malaga, 29071, Spain",36.7651767,-4.2589738
669,"Pacocha, Daniel and Bartell",Czech Republic,Teplice,415 01,972 Cottonwood Hill,5,"972 Cottonwood Hill, Teplice, 415 01, Czech Republic",50.640985,13.8275678
670,Schultz-Lindgren,Czech Republic,Chropyně,768 11,79085 Continental Point,5,"79085 Continental Point, Chropyně, 768 11, Czech Republic",49.3564402,17.3645179
671,Pfeffer-Will,Croatia,Hvar,21450,43495 Heffernan Trail,6,"43495 Heffernan Trail, Hvar, 21450, Croatia",43.1640247,16.5230542
672,"Dickens, Reilly and Kling",Sweden,Storvik,812 30,3 South Avenue,8,"3 South Avenue, Storvik, 812 30, Sweden",60.5842246,16.5293196
673,"Cummings, Dickinson and McDermott",Sweden,Trollhättan,461 37,416 Claremont Trail,8,"416 Claremont Trail, Trollhättan, 461 37, Sweden",58.276821,12.3176309
674,"Mertz, Walsh and Strosin",France,Villefranche-sur-Mer,06239 CEDEX,55 Northfield Center,6,"55 Northfield Center, Villefranche-sur-Mer, 06239 CEDEX, France",43.703976,7.311109
675,"Runolfsdottir, Harber and Windler",Sweden,Kävlinge,244 82,848 Hazelcrest Lane,8,"848 Hazelcrest Lane, Kävlinge, 244 82, Sweden",55.7939999,13.1104293
676,Stanton-Beatty,France,Beauvais,60022 CEDEX,8 Thackeray Park,6,"8 Thackeray Park, Beauvais, 60022 CEDEX, France",49.4295387,2.0807123
677,Lemke-Zieme,Sweden,Arvika,671 41,2 Schurz Court,8,"2 Schurz Court, Arvika, 671 41, Sweden",59.6715102,12.6108644
678,Schimmel Inc,France,Créteil,94952 CEDEX 9,5 Ridgeway Parkway,6,"5 Ridgeway Parkway, Créteil, 94952 CEDEX 9, France",48.790329,2.4531917
679,"Steuber, Boyer and Nicolas",France,Lorient,56326 CEDEX,7 Oriole Park,6,"7 Oriole Park, Lorient, 56326 CEDEX, France",47.7482524,-3.3702449
680,Hoppe-Ernser,Denmark,København,1370,7784 Florence Point,8,"7784 Florence Point, København, 1370, Denmark",55.6760968,12.5683371
681,"Willms, Stoltenberg and Miller",Slovenia,Šenčur,4208,98457 Grayhawk Court,6,"98457 Grayhawk Court, Šenčur, 4208, Slovenia",46.2433699,14.4192223
682,Muller Group,Finland,Kajaani,87900,2 Jenifer Terrace,8,"2 Jenifer Terrace, Kajaani, 87900, Finland",64.0662338,27.5846719
683,"Dare, Dare and Fadel",France,Romans-sur-Isère,26109 CEDEX,68 8th Road,6,"68 8th Road, Romans-sur-Isère, 26109 CEDEX, France",45.044236,5.052735
684,Block and Sons,Sweden,Bollstabruk,873 80,395 Bay Hill,8,"395 Bay Hill, Bollstabruk, 873 80, Sweden",62.9976826,17.6733404
685,Price Inc,Czech Republic,Zátor,793 16,4 Manufacturers Drive,5,"4 Manufacturers Drive, Zátor, 793 16, Czech Republic",50.0341272,17.5929608
686,Daugherty-Cronin,Sweden,Stockholm,114 79,81 Duke Terrace,8,"81 Duke Terrace, Stockholm, 114 79, Sweden",59.3293235,18.0685808
688,Koss-Daniel,Czech Republic,Zlonice,273 71,30012 Vernon Place,5,"30012 Vernon Place, Zlonice, 273 71, Czech Republic",50.287503,14.0921466
689,"Heidenreich, Miller and Brakus",Italy,Milano,20147,718 Forster Junction,6,"718 Forster Junction, Milano, 20147, Italy",45.4560254,9.1257661
690,"Olson, Swift and Muller",Croatia,Jelsa,21465,69177 Chive Center,6,"69177 Chive Center, Jelsa, 21465, Croatia",43.1492041,16.7175669
691,Balistreri-Nitzsche,Sweden,Bollnäs,821 41,26306 Holy Cross Circle,8,"26306 Holy Cross Circle, Bollnäs, 821 41, Sweden",61.3220623,16.3984929
692,Fay-Treutel,Sweden,Valbo,818 31,452 Carberry Point,8,"452 Carberry Point, Valbo, 818 31, Sweden",60.6466216,17.0064517
693,Volkman Inc,France,Roissy Charles-de-Gaulle,95711 CEDEX 1,667 Scoville Terrace,6,"667 Scoville Terrace, Roissy Charles-de-Gaulle, 95711 CEDEX 1, France",49.0078597,2.5507715
694,Heaney-Emard,Norway,Trondheim,7409,17090 Debra Parkway,8,"17090 Debra Parkway, Trondheim, 7409, Norway",63.4305149,10.3950528
695,Lebsack-Simonis,Czech Republic,Všetaty,270 21,4310 Browning Court,5,"4310 Browning Court, Všetaty, 270 21, Czech Republic",50.0461011,13.757651
697,Hansen-Kessler,France,Grenoble,38009 CEDEX 1,861 Fieldstone Way,6,"861 Fieldstone Way, Grenoble, 38009 CEDEX 1, France",45.188529,5.724524
698,Roberts Inc,France,Puteaux,92822 CEDEX,13 Heath Place,6,"13 Heath Place, Puteaux, 92822 CEDEX, France",48.884748,2.23964
699,Rolfson-Prohaska,Sweden,Solna,171 94,6 5th Place,8,"6 5th Place, Solna, 171 94, Sweden",59.3688791,18.0084334
700,"Johns, Kerluke and Botsford",France,Saint-Lô,50009 CEDEX,93 Kensington Place,6,"93 Kensington Place, Saint-Lô, 50009 CEDEX, France",49.1154686,-1.0828136
702,Carroll-Doyle,Czech Republic,Bílovec,743 01,28633 Village Avenue,5,"28633 Village Avenue, Bílovec, 743 01, Czech Republic",49.7784952,18.0014557
703,"Thompson, Feil and Cremin",Sweden,Solna,169 65,8 Stephen Alley,8,"8 Stephen Alley, Solna, 169 65, Sweden",59.3634364,18.0099272
704,"Stanton, Kris and Simonis",Czech Republic,Hrotovice,675 55,71257 Thackeray Hill,5,"71257 Thackeray Hill, Hrotovice, 675 55, Czech Republic",49.1077,16.0606772
705,Kunde and Sons,Sweden,Avesta,774 24,7 Morning Circle,8,"7 Morning Circle, Avesta, 774 24, Sweden",60.14533,16.1738399
706,"Williamson, Gerlach and Ondricka",Croatia,Gospić,53000,9 Lotheville Alley,6,"9 Lotheville Alley, Gospić, 53000, Croatia",44.5469337,15.3750495
707,Lowe Group,France,Caen,14922 CEDEX 9,81 Washington Street,6,"81 Washington Street, Caen, 14922 CEDEX 9, France",49.182863,-0.370679
708,Lebsack-Wintheiser,Sweden,Piteå,941 28,6 Northport Place,8,"6 Northport Place, Piteå, 941 28, Sweden",65.316698,21.4800364
709,"Ziemann, Kiehn and Kovacek",France,Paris 14,75675 CEDEX 14,98669 Mcguire Street,6,"98669 Mcguire Street, Paris 14, 75675 CEDEX 14, France",48.8313922,2.3254388
710,O'Kon-Klocko,France,Istres,13807 CEDEX,09 Mifflin Plaza,6,"09 Mifflin Plaza, Istres, 13807 CEDEX, France",43.513006,4.987968
711,"Greenfelder, Lesch and D'Amore",Sweden,Göteborg,405 33,6696 Shelley Lane,8,"6696 Shelley Lane, Göteborg, 405 33, Sweden",57.70887,11.97456
712,"Marvin, Ondricka and Volkman",Czech Republic,Slavkov u Brna,684 01,571 Sherman Crossing,5,"571 Sherman Crossing, Slavkov u Brna, 684 01, Czech Republic",49.1532539,16.8764982
713,"Strosin, Hayes and Hirthe",Sweden,Ed,668 92,27 Grim Lane,8,"27 Grim Lane, Ed, 668 92, Sweden",58.9122731,11.9327196
714,Mosciski-Fay,Spain,Sabadell,8204,5210 Dryden Trail,6,"5210 Dryden Trail, Sabadell, 8204, Spain",41.5462745,2.1086131
715,Weissnat-Lehner,Spain,Pamplona/Iruña,31005,21159 Rieder Junction,6,"21159 Rieder Junction, Pamplona/Iruña, 31005, Spain",42.8045028,-1.6432837
716,Rice-Ward,Sweden,Ånge,841 23,2317 Vermont Alley,8,"2317 Vermont Alley, Ånge, 841 23, Sweden",62.5228738,15.6589419
717,Luettgen Inc,Croatia,Imotski,21260,611 Marcy Hill,6,"611 Marcy Hill, Imotski, 21260, Croatia",43.4471085,17.2139989
718,"Upton, Lueilwitz and Kris",Slovenia,Vuzenica,2367,43 Jana Point,6,"43 Jana Point, Vuzenica, 2367, Slovenia",46.5980836,15.1657237
719,"Beier, Heaney and Upton",Croatia,Greda,44273,9 Artisan Crossing,6,"9 Artisan Crossing, Greda, 44273, Croatia",45.1,15.2
720,Dibbert-Lakin,Sweden,Hisings Kärra,425 65,3702 Merry Crossing,8,"3702 Merry Crossing, Hisings Kärra, 425 65, Sweden",57.8065774,11.9994997
721,Zulauf-Ryan,Sweden,Uppsala,751 71,35 Redwing Street,8,"35 Redwing Street, Uppsala, 751 71, Sweden",59.8585638,17.6389267
722,Buckridge-Auer,France,Angers,49010 CEDEX 01,4 Artisan Trail,6,"4 Artisan Trail, Angers, 49010 CEDEX 01, France",47.4711616,-0.5518257
723,Fahey LLC,Denmark,København,1310,85 Sommers Avenue,8,"85 Sommers Avenue, København, 1310, Denmark",55.6765109,12.5643624
724,"Koelpin, Heaney and Heathcote",France,Besançon,25014 CEDEX,999 Merchant Lane,6,"999 Merchant Lane, Besançon, 25014 CEDEX, France",47.306802,6.153723
